,id,indent,purchase,cummulative_indnet,cummulative_purchase,ActiveIndent,likely_to_purchased,N_Column,Failure
643,644,280,0.0,341640,303972.8318576813,0,0,0,0
644,645,0,296.010009765625,341640,304268.8418674469,0,0,0,0
645,646,540,0.0,342180,304268.8418674469,0,0,0,0
646,647,280,227.6999969482422,342460,304496.54186439514,0,0,0,0
647,648,360,68.30999755859375,342820,304564.85186195374,0,0,0,0
648,649,360,159.33999633789062,343180,304724.1918582916,0,0,0,0
649,650,560,0.0,343740,304724.1918582916,0,0,0,0
650,651,200,0.0,343940,304724.1918582916,0,0,0,0
651,652,0,361.3500061035156,343940,305085.54186439514,0,0,0,0
652,653,280,318.7799987792969,344220,305404.32186317444,0,0,0,0
653,654,560,455.3999938964844,344780,305859.7218570709,0,0,0,0
654,655,400,500.94000244140625,345180,306360.6618595123,0,0,0,0
655,656,0,250.32000732421875,345180,306610.98186683655,0,0,0,0
656,657,400,409.8599853515625,345580,307020.8418521881,0,0,0,0
657,658,500,569.25,346080,307590.0918521881,0,0,0,0
658,659,380,409.8599853515625,346460,307999.9518375397,0,0,0,0
659,660,400,364.32000732421875,346860,308364.2718448639,0,0,0,0
660,661,400,136.6199951171875,347260,308500.8918399811,0,0,0,0
661,662,380,569.25,347640,309070.1418399811,0,0,0,0
662,663,500,204.92999267578125,348140,309275.07183265686,0,0,0,0
663,664,600,296.010009765625,348740,309571.0818424225,0,0,0,0
664,665,680,478.1700134277344,349420,310049.2518558502,0,0,0,0
665,666,400,204.92999267578125,349820,310254.181848526,0,0,0,0
666,667,400,546.47998046875,350220,310800.66182899475,0,0,0,0
667,668,480,523.7100219726562,350700,311324.3718509674,0,0,0,0
668,669,580,0.0,351280,311324.3718509674,0,0,0,0
669,670,500,341.5,351780,311665.8718509674,0,0,0,0
670,671,340,455.3999938964844,352120,312121.2718448639,0,0,0,0
671,672,400,273.239990234375,352520,312394.51183509827,0,0,0,0
672,673,280,182.16000366210938,352800,312576.6718387604,0,0,0,0
673,674,300,250.47000122070312,353100,312827.1418399811,0,0,0,0
674,675,180,387.0899963378906,353280,313214.23183631897,0,0,0,0
675,676,300,409.8599853515625,353580,313624.09182167053,0,0,0,0
676,677,400,364.32000732421875,353980,313988.41182899475,0,0,0,0
677,678,280,273.239990234375,354260,314261.6518192291,0,0,0,0
678,679,360,204.92999267578125,354620,314466.5818119049,0,0,0,0
679,680,300,0.0,354920,314466.5818119049,0,0,0,0
680,681,260,0.0,355180,314466.5818119049,0,0,0,0
681,682,600,546.47998046875,355780,315013.06179237366,0,0,0,0
682,683,300,0.0,356080,315013.06179237366,0,0,0,0
683,684,300,250.47000122070312,356380,315263.53179359436,0,0,0,0
684,685,260,182.16000366210938,356640,315445.69179725647,0,0,0,0
685,686,380,318.7799987792969,357020,315764.47179603577,0,0,0,0
686,687,280,364.32000732421875,357300,316128.79180336,0,0,0,0
687,688,500,318.7799987792969,357800,316447.5718021393,0,0,0,0
688,689,280,341.54998779296875,358080,316789.12178993225,0,0,0,0
689,690,400,227.6999969482422,358480,317016.8217868805,0,0,0,0
690,691,500,296.010009765625,358980,317312.8317966461,0,0,0,0
691,692,280,341.45001220703125,359260,317654.28180885315,0,0,0,0
692,693,500,159.38999938964844,359760,317813.6718082428,0,0,0,0
693,694,200,68.30999755859375,359960,317881.9818058014,0,0,0,0
694,695,200,341.54998779296875,360160,318223.53179359436,0,0,0,0
695,696,360,409.80999755859375,360520,318633.34179115295,0,0,0,0
696,697,280,387.0899963378906,360800,319020.43178749084,0,0,0,0
697,698,260,250.47000122070312,361060,319270.90178871155,0,0,0,0
698,699,400,455.29998779296875,361460,319726.2017765045,0,0,0,0
699,700,160,273.0899963378906,361620,319999.2917728424,0,0,0,0
700,701,200,227.6999969482422,361820,320226.99176979065,0,0,0,0
701,702,300,432.6300048828125,362120,320659.62177467346,0,0,0,0
702,703,300,296.010009765625,362420,320955.6317844391,0,0,0,0
703,704,200,432.6300048828125,362620,321388.2617893219,0,0,0,0
704,705,200,0.0,362820,321388.2617893219,0,0,0,0
705,706,300,250.47000122070312,363120,321638.7317905426,0,0,0,0
706,707,200,136.6199951171875,363320,321775.3517856598,0,0,0,0
707,708,240,341.54998779296875,363560,322116.90177345276,0,0,0,0
708,709,200,250.47000122070312,363760,322367.37177467346,0,0,0,0
709,710,300,455.3999938964844,364060,322822.77176856995,0,0,0,0
710,711,400,432.6300048828125,364460,323255.40177345276,0,0,0,0
711,712,400,0.0,364860,323255.40177345276,0,0,0,0
712,713,300,273.239990234375,365160,323528.64176368713,0,0,0,0
713,714,300,250.47000122070312,365460,323779.11176490784,0,0,0,0
